_id,active,createdDate,lastLogin,role,signUpSource,state
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,True,2021-01-03 15:25:30.554000+00:00,2021-01-03 15:25:30.597000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e1e8cfcf6c399c274ad9,True,2021-01-03 15:25:28.354000+00:00,2021-01-03 15:25:28.392000+00:00,consumer,Email,WI
5ff1e1b7cfcf6c399c274a5a,True,2021-01-03 15:24:39.626000+00:00,2021-01-03 15:24:39.665000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e1f1cfcf6c399c274b0b,True,2021-01-03 15:25:37.564000+00:00,2021-01-03 15:25:37.599000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,True,2021-01-03 15:25:30.554000+00:00,2021-01-03 15:25:30.597000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,True,2021-01-03 15:25:30.554000+00:00,2021-01-03 15:25:30.597000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff1e1e4cfcf6c399c274ac3,True,2021-01-03 15:25:24.656000+00:00,2021-01-03 15:25:24.694000+00:00,consumer,Email,WI
5ff1e1b4cfcf6c399c274a54,True,2021-01-03 15:24:36.410000+00:00,2021-01-03 15:24:36.452000+00:00,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,True,2021-01-03 15:25:30.554000+00:00,2021-01-03 15:25:30.597000+00:00,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,True,2021-01-03 15:24:04.800000+00:00,2021-01-03 15:25:37.858000+00:00,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 19:47:17.776000+00:00,2021-01-04 19:50:50.563000+00:00,consumer,Email,WI
5ff36d0362fde912123a5535,True,2021-01-04 19:31:15.973000+00:00,2021-01-04 19:34:42.944000+00:00,consumer,Email,WI
5ff36d83135e7011bcb864d6,True,2021-01-04 19:33:23.244000+00:00,2021-01-04 19:33:23.425000+00:00,consumer,Email,WI
5ff36c8862fde912123a538a,True,2021-01-04 19:29:12.943000+00:00,2021-01-04 19:29:13.141000+00:00,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 19:47:17.776000+00:00,2021-01-04 19:50:50.563000+00:00,consumer,Email,WI
5ff36be7135e7011bcb856d3,True,2021-01-04 19:26:31.239000+00:00,2021-01-04 19:29:52.726000+00:00,consumer,Email,WI
5ff36d0362fde912123a5535,True,2021-01-04 19:31:15.973000+00:00,2021-01-04 19:34:42.944000+00:00,consumer,Email,WI
5ff36be7135e7011bcb856d3,True,2021-01-04 19:26:31.239000+00:00,2021-01-04 19:29:52.726000+00:00,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 19:19:20.352000+00:00,2021-01-04 19:23:05.340000+00:00,consumer,Email,WI
5ff36d0362fde912123a5535,True,2021-01-04 19:31:15.973000+00:00,2021-01-04 19:34:42.944000+00:00,consumer,Email,WI
5ff36c8e135e7011bcb85da4,True,2021-01-04 19:29:18.994000+00:00,2021-01-04 19:29:19.173000+00:00,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 19:19:20.352000+00:00,2021-01-04 19:23:05.340000+00:00,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 19:47:17.776000+00:00,2021-01-04 19:50:50.563000+00:00,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 19:19:20.352000+00:00,2021-01-04 19:23:05.340000+00:00,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 19:19:20.352000+00:00,2021-01-04 19:23:05.340000+00:00,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 19:47:17.776000+00:00,2021-01-04 19:50:50.563000+00:00,consumer,Email,WI
5ff36a3862fde912123a4460,True,2021-01-04 19:19:20.352000+00:00,2021-01-04 19:23:05.340000+00:00,consumer,Email,WI
5ff370c562fde912123a5e0e,True,2021-01-04 19:47:17.776000+00:00,2021-01-04 19:50:50.563000+00:00,consumer,Email,WI
5ff3711e62fde912123a620e,True,2021-01-04 19:48:46.807000+00:00,2021-01-04 19:48:46.997000+00:00,consumer,Email,WI
5ff36be7135e7011bcb856d3,True,2021-01-04 19:26:31.239000+00:00,2021-01-04 19:29:52.726000+00:00,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 20:38:11.229000+00:00,2021-01-05 20:39:55.131000+00:00,consumer,Email,WI
5ff473e7c1e2d0121a9b2697,True,2021-01-05 14:12:55.669000+00:00,2021-01-05 14:12:55.877000+00:00,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 14:11:30.233000+00:00,2021-01-05 14:15:33.550000+00:00,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 14:11:30.233000+00:00,2021-01-05 14:15:33.550000+00:00,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 20:38:11.229000+00:00,2021-01-05 20:39:55.131000+00:00,consumer,Email,WI
5ff4ce91c1e2d0121a9b3057,True,2021-01-05 20:39:45.282000+00:00,2021-01-05 20:39:45.329000+00:00,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 14:11:30.233000+00:00,2021-01-05 14:15:33.550000+00:00,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,True,2021-01-05 20:38:21.887000+00:00,2021-01-05 20:38:21.938000+00:00,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 20:38:11.229000+00:00,2021-01-05 20:39:55.131000+00:00,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,True,2021-01-05 20:38:21.887000+00:00,2021-01-05 20:38:21.938000+00:00,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 20:38:11.229000+00:00,2021-01-05 20:39:55.131000+00:00,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 14:11:30.233000+00:00,2021-01-05 14:15:33.550000+00:00,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,True,2021-01-05 20:38:21.887000+00:00,2021-01-05 20:38:21.938000+00:00,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,True,2021-01-05 20:38:21.887000+00:00,2021-01-05 20:38:21.938000+00:00,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 20:38:11.229000+00:00,2021-01-05 20:39:55.131000+00:00,consumer,Email,WI
5ff4ce34c3d63511e2a484ba,True,2021-01-05 20:38:12.503000+00:00,2021-01-05 20:38:12.565000+00:00,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 20:38:11.229000+00:00,2021-01-05 20:39:55.131000+00:00,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,True,2021-01-05 20:38:11.229000+00:00,2021-01-05 20:39:55.131000+00:00,consumer,Email,WI
5ff4ce3ac1e2d0121a9b2fb3,True,2021-01-05 20:38:18.446000+00:00,2021-01-05 20:38:18.495000+00:00,consumer,Email,WI
5ff47392c3d63511e2a47881,True,2021-01-05 14:11:30.233000+00:00,2021-01-05 14:15:33.550000+00:00,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680000+00:00,2021-01-06 15:08:10.009000+00:00,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680000+00:00,2021-01-06 15:08:10.009000+00:00,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680000+00:00,2021-01-06 15:08:10.009000+00:00,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680000+00:00,2021-01-06 15:08:10.009000+00:00,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680000+00:00,2021-01-06 15:08:10.009000+00:00,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680000+00:00,2021-01-06 15:08:10.009000+00:00,consumer,Email,WI
5ff5d1a38f142f11dd1886ba,True,2021-01-06 15:05:07.667000+00:00,2021-01-06 15:05:07.878000+00:00,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,True,2021-01-06 15:03:54.680000+00:00,2021-01-06 15:08:10.009000+00:00,consumer,Email,WI
